w,h,c,n,k,f_w,f_h,pad_w,pad_h,stride_w,stride_h,precision,fwd_time(usec),fwd_algo,pad_kernels
16,16,256,16,64,2,2,1,1,1,1,float,104,IMPLICIT_PRECOMP_GEMM,0.0
32,32,1,1,1,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,1,1,2,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,1,1,4,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,1,1,8,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,1,1,16,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,1,1,32,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,1,1,64,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,1,2,1,2,2,1,1,1,1,float,7,IMPLICIT_GEMM,0.0
32,32,1,2,2,2,2,1,1,1,1,float,7,IMPLICIT_PRECOMP_GEMM,0.0
32,32,1,2,4,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,1,2,8,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,1,2,16,2,2,1,1,1,1,float,12,GEMM,0.0
32,32,1,2,32,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,1,2,64,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,1,4,1,2,2,1,1,1,1,float,6,IMPLICIT_GEMM,0.0
32,32,1,4,2,2,2,1,1,1,1,float,7,IMPLICIT_PRECOMP_GEMM,0.0
32,32,1,4,4,2,2,1,1,1,1,float,7,IMPLICIT_GEMM,0.0
32,32,1,4,8,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,1,4,16,2,2,1,1,1,1,float,11,GEMM,0.0
32,32,1,4,32,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,1,4,64,2,2,1,1,1,1,float,13,GEMM,0.0
32,32,1,8,1,2,2,1,1,1,1,float,6,IMPLICIT_GEMM,0.0
32,32,1,8,2,2,2,1,1,1,1,float,7,IMPLICIT_PRECOMP_GEMM,0.0
32,32,1,8,4,2,2,1,1,1,1,float,7,IMPLICIT_GEMM,0.0
32,32,1,8,8,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,1,8,16,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,1,8,32,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,1,8,64,2,2,1,1,1,1,float,15,IMPLICIT_GEMM,0.0
32,32,1,16,1,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,1,16,2,2,2,1,1,1,1,float,6,IMPLICIT_GEMM,0.0
32,32,1,16,4,2,2,1,1,1,1,float,7,IMPLICIT_GEMM,0.0
32,32,1,16,8,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,1,16,16,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,1,16,32,2,2,1,1,1,1,float,14,IMPLICIT_GEMM,0.0
32,32,1,16,64,2,2,1,1,1,1,float,27,IMPLICIT_GEMM,0.0
32,32,2,1,1,2,2,1,1,1,1,float,6,IMPLICIT_GEMM,0.0
32,32,2,1,2,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,2,1,4,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,2,1,8,2,2,1,1,1,1,float,10,IMPLICIT_PRECOMP_GEMM,0.0
32,32,2,1,16,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,2,1,32,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,2,1,64,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,2,2,1,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,2,2,2,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,2,2,4,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,2,2,8,2,2,1,1,1,1,float,9,IMPLICIT_GEMM,0.0
32,32,2,2,16,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,2,2,32,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,2,2,64,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,2,4,1,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,2,4,2,2,2,1,1,1,1,float,6,IMPLICIT_GEMM,0.0
32,32,2,4,4,2,2,1,1,1,1,float,7,IMPLICIT_GEMM,0.0
32,32,2,4,8,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,2,4,16,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,2,4,32,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,2,4,64,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,2,8,1,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,2,8,2,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,2,8,4,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,2,8,8,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,2,8,16,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,2,8,32,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,2,8,64,2,2,1,1,1,1,float,15,IMPLICIT_GEMM,0.0
32,32,2,16,1,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,2,16,2,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,2,16,4,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,2,16,8,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,2,16,16,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,2,16,32,2,2,1,1,1,1,float,15,IMPLICIT_GEMM,0.0
32,32,2,16,64,2,2,1,1,1,1,float,27,IMPLICIT_GEMM,0.0
32,32,4,1,1,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,4,1,2,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,4,1,4,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,4,1,8,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,4,1,16,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,4,1,32,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,4,1,64,2,2,1,1,1,1,float,12,IMPLICIT_PRECOMP_GEMM,0.0
32,32,4,2,1,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,4,2,2,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,4,2,4,2,2,1,1,1,1,float,7,IMPLICIT_GEMM,0.0
32,32,4,2,8,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,4,2,16,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,4,2,32,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,4,2,64,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,4,4,1,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,4,4,2,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,4,4,4,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,4,4,8,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,4,4,16,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,4,4,32,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,4,4,64,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,4,8,1,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,4,8,2,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,4,8,4,2,2,1,1,1,1,float,7,IMPLICIT_GEMM,0.0
32,32,4,8,8,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,4,8,16,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,4,8,32,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,4,8,64,2,2,1,1,1,1,float,16,IMPLICIT_GEMM,0.0
32,32,4,16,1,2,2,1,1,1,1,float,6,GEMM,0.0
32,32,4,16,2,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,4,16,4,2,2,1,1,1,1,float,8,IMPLICIT_GEMM,0.0
32,32,4,16,8,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,4,16,16,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,4,16,32,2,2,1,1,1,1,float,16,IMPLICIT_GEMM,0.0
32,32,4,16,64,2,2,1,1,1,1,float,29,IMPLICIT_GEMM,0.0
32,32,8,1,1,2,2,1,1,1,1,float,7,IMPLICIT_GEMM,0.0
32,32,8,1,2,2,2,1,1,1,1,float,10,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,1,4,2,2,1,1,1,1,float,7,IMPLICIT_GEMM,0.0
32,32,8,1,8,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,8,1,16,2,2,1,1,1,1,float,10,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,1,32,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,1,64,2,2,1,1,1,1,float,12,IMPLICIT_GEMM,0.0
32,32,8,2,1,2,2,1,1,1,1,float,10,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,2,2,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,8,2,4,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,8,2,8,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,8,2,16,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,8,2,32,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,8,2,64,2,2,1,1,1,1,float,12,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,4,1,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,8,4,2,2,2,1,1,1,1,float,10,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,4,4,2,2,1,1,1,1,float,7,IMPLICIT_GEMM,0.0
32,32,8,4,8,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,8,4,16,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,8,4,32,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,8,4,64,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,8,8,1,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,8,8,2,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,8,8,4,2,2,1,1,1,1,float,8,GEMM,0.0
32,32,8,8,8,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,8,16,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,8,8,32,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,8,8,64,2,2,1,1,1,1,float,20,IMPLICIT_GEMM,0.0
32,32,8,16,1,2,2,1,1,1,1,float,7,GEMM,0.0
32,32,8,16,2,2,2,1,1,1,1,float,8,GEMM,0.0
32,32,8,16,4,2,2,1,1,1,1,float,14,GEMM,0.0
32,32,8,16,8,2,2,1,1,1,1,float,12,IMPLICIT_GEMM,0.0
32,32,8,16,16,2,2,1,1,1,1,float,14,IMPLICIT_GEMM,0.0
32,32,8,16,32,2,2,1,1,1,1,float,19,IMPLICIT_GEMM,0.0
32,32,8,16,64,2,2,1,1,1,1,float,25,IMPLICIT_PRECOMP_GEMM,0.0
32,32,16,1,1,2,2,1,1,1,1,float,13,IMPLICIT_GEMM,0.0
32,32,16,1,2,2,2,1,1,1,1,float,13,GEMM,0.0
32,32,16,1,4,2,2,1,1,1,1,float,13,IMPLICIT_GEMM,0.0
32,32,16,1,8,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,16,1,16,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,16,1,32,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,16,1,64,2,2,1,1,1,1,float,12,IMPLICIT_GEMM,0.0
32,32,16,2,1,2,2,1,1,1,1,float,10,IMPLICIT_PRECOMP_GEMM,0.0
32,32,16,2,2,2,2,1,1,1,1,float,13,GEMM,0.0
32,32,16,2,4,2,2,1,1,1,1,float,13,GEMM,0.0
32,32,16,2,8,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,16,2,16,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,16,2,32,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,16,2,64,2,2,1,1,1,1,float,13,IMPLICIT_PRECOMP_GEMM,0.0
32,32,16,4,1,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,16,4,2,2,2,1,1,1,1,float,13,IMPLICIT_GEMM,0.0
32,32,16,4,4,2,2,1,1,1,1,float,13,GEMM,0.0
32,32,16,4,8,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,16,4,16,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,16,4,32,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,16,4,64,2,2,1,1,1,1,float,15,IMPLICIT_GEMM,0.0
32,32,16,8,1,2,2,1,1,1,1,float,13,IMPLICIT_PRECOMP_GEMM,0.0
32,32,16,8,2,2,2,1,1,1,1,float,13,GEMM,0.0
32,32,16,8,4,2,2,1,1,1,1,float,14,IMPLICIT_GEMM,0.0
32,32,16,8,8,2,2,1,1,1,1,float,12,IMPLICIT_GEMM,0.0
32,32,16,8,16,2,2,1,1,1,1,float,13,IMPLICIT_GEMM,0.0
32,32,16,8,32,2,2,1,1,1,1,float,15,IMPLICIT_GEMM,0.0
32,32,16,8,64,2,2,1,1,1,1,float,27,IMPLICIT_GEMM,0.0
32,32,16,16,1,2,2,1,1,1,1,float,14,GEMM,0.0
32,32,16,16,2,2,2,1,1,1,1,float,14,GEMM,0.0
32,32,16,16,4,2,2,1,1,1,1,float,26,IMPLICIT_GEMM,0.0
32,32,16,16,8,2,2,1,1,1,1,float,21,IMPLICIT_GEMM,0.0
32,32,16,16,16,2,2,1,1,1,1,float,21,IMPLICIT_GEMM,0.0
32,32,16,16,32,2,2,1,1,1,1,float,27,IMPLICIT_GEMM,0.0
32,32,16,16,64,2,2,1,1,1,1,float,30,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,1,1,2,2,1,1,1,1,float,17,IMPLICIT_GEMM,0.0
32,32,32,1,2,2,2,1,1,1,1,float,10,IMPLICIT_GEMM,0.0
32,32,32,1,4,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,32,1,8,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,32,1,16,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,32,1,32,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,1,64,2,2,1,1,1,1,float,37,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,2,1,2,2,1,1,1,1,float,18,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,2,2,2,2,1,1,1,1,float,14,IMPLICIT_GEMM,0.0
32,32,32,2,4,2,2,1,1,1,1,float,13,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,2,8,2,2,1,1,1,1,float,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,2,16,2,2,1,1,1,1,float,11,IMPLICIT_GEMM,0.0
32,32,32,2,32,2,2,1,1,1,1,float,12,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,2,64,2,2,1,1,1,1,float,15,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,4,1,2,2,1,1,1,1,float,12,IMPLICIT_GEMM,0.0
32,32,32,4,2,2,2,1,1,1,1,float,12,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,4,4,2,2,1,1,1,1,float,13,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,4,8,2,2,1,1,1,1,float,13,IMPLICIT_GEMM,0.0
32,32,32,4,16,2,2,1,1,1,1,float,13,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,4,32,2,2,1,1,1,1,float,15,IMPLICIT_GEMM,0.0
32,32,32,4,64,2,2,1,1,1,1,float,25,IMPLICIT_GEMM,0.0
32,32,32,8,1,2,2,1,1,1,1,float,20,IMPLICIT_GEMM,0.0
32,32,32,8,2,2,2,1,1,1,1,float,21,IMPLICIT_GEMM,0.0
32,32,32,8,4,2,2,1,1,1,1,float,21,IMPLICIT_GEMM,0.0
32,32,32,8,8,2,2,1,1,1,1,float,22,IMPLICIT_GEMM,0.0
32,32,32,8,16,2,2,1,1,1,1,float,22,IMPLICIT_GEMM,0.0
32,32,32,8,32,2,2,1,1,1,1,float,25,IMPLICIT_GEMM,0.0
32,32,32,8,64,2,2,1,1,1,1,float,31,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,16,1,2,2,1,1,1,1,float,38,IMPLICIT_GEMM,0.0
32,32,32,16,2,2,2,1,1,1,1,float,38,IMPLICIT_GEMM,0.0
32,32,32,16,4,2,2,1,1,1,1,float,39,IMPLICIT_GEMM,0.0
32,32,32,16,8,2,2,1,1,1,1,float,28,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,16,16,2,2,1,1,1,1,float,29,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,16,32,2,2,1,1,1,1,float,33,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,16,64,2,2,1,1,1,1,float,50,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,1,1,2,2,1,1,1,1,float,13,IMPLICIT_GEMM,0.0
32,32,64,1,2,2,2,1,1,1,1,float,13,IMPLICIT_GEMM,0.0
32,32,64,1,4,2,2,1,1,1,1,float,13,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,1,8,2,2,1,1,1,1,float,13,IMPLICIT_GEMM,0.0
32,32,64,1,16,2,2,1,1,1,1,float,13,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,1,32,2,2,1,1,1,1,float,14,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,1,64,2,2,1,1,1,1,float,20,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,2,1,2,2,1,1,1,1,float,33,IMPLICIT_GEMM,0.0
32,32,64,2,2,2,2,1,1,1,1,float,29,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,2,4,2,2,1,1,1,1,float,26,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,2,8,2,2,1,1,1,1,float,26,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,2,16,2,2,1,1,1,1,float,34,IMPLICIT_GEMM,0.0
32,32,64,2,32,2,2,1,1,1,1,float,20,IMPLICIT_GEMM,0.0
32,32,64,2,64,2,2,1,1,1,1,float,25,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,4,1,2,2,1,1,1,1,float,56,IMPLICIT_GEMM,0.0
32,32,64,4,2,2,2,1,1,1,1,float,57,IMPLICIT_GEMM,0.0
32,32,64,4,4,2,2,1,1,1,1,float,57,IMPLICIT_GEMM,0.0
32,32,64,4,8,2,2,1,1,1,1,float,57,IMPLICIT_GEMM,0.0
32,32,64,4,16,2,2,1,1,1,1,float,27,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,4,32,2,2,1,1,1,1,float,25,IMPLICIT_GEMM,0.0
32,32,64,4,64,2,2,1,1,1,1,float,45,IMPLICIT_GEMM,0.0
32,32,64,8,1,2,2,1,1,1,1,float,39,IMPLICIT_GEMM,0.0
32,32,64,8,2,2,2,1,1,1,1,float,39,IMPLICIT_GEMM,0.0
32,32,64,8,4,2,2,1,1,1,1,float,30,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,8,8,2,2,1,1,1,1,float,41,IMPLICIT_GEMM,0.0
32,32,64,8,16,2,2,1,1,1,1,float,42,IMPLICIT_GEMM,0.0
32,32,64,8,32,2,2,1,1,1,1,float,33,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,8,64,2,2,1,1,1,1,float,51,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,16,1,2,2,1,1,1,1,float,55,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,16,2,2,2,1,1,1,1,float,52,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,16,4,2,2,1,1,1,1,float,76,IMPLICIT_GEMM,0.0
32,32,64,16,8,2,2,1,1,1,1,float,53,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,16,16,2,2,1,1,1,1,float,54,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,16,32,2,2,1,1,1,1,float,56,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,16,64,2,2,1,1,1,1,float,89,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,1,1,2,2,1,1,1,1,float,25,IMPLICIT_GEMM,0.0
32,32,128,1,2,2,2,1,1,1,1,float,25,IMPLICIT_GEMM,0.0
32,32,128,1,4,2,2,1,1,1,1,float,25,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,1,8,2,2,1,1,1,1,float,25,IMPLICIT_GEMM,0.0
32,32,128,1,16,2,2,1,1,1,1,float,25,IMPLICIT_GEMM,0.0
32,32,128,1,32,2,2,1,1,1,1,float,25,IMPLICIT_GEMM,0.0
32,32,128,1,64,2,2,1,1,1,1,float,37,IMPLICIT_GEMM,0.0
32,32,128,2,1,2,2,1,1,1,1,float,50,FFT_TILING,0.0
32,32,128,2,2,2,2,1,1,1,1,float,63,IMPLICIT_GEMM,0.0
32,32,128,2,4,2,2,1,1,1,1,float,32,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,2,8,2,2,1,1,1,1,float,32,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,2,16,2,2,1,1,1,1,float,33,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,2,32,2,2,1,1,1,1,float,37,IMPLICIT_GEMM,0.0
32,32,128,2,64,2,2,1,1,1,1,float,47,IMPLICIT_GEMM,0.0
32,32,128,4,1,2,2,1,1,1,1,float,48,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,4,2,2,2,1,1,1,1,float,48,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,4,4,2,2,1,1,1,1,float,48,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,4,8,2,2,1,1,1,1,float,48,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,4,16,2,2,1,1,1,1,float,49,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,4,32,2,2,1,1,1,1,float,47,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,4,64,2,2,1,1,1,1,float,55,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,8,1,2,2,1,1,1,1,float,61,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,8,2,2,2,1,1,1,1,float,76,IMPLICIT_GEMM,0.0
32,32,128,8,4,2,2,1,1,1,1,float,77,IMPLICIT_GEMM,0.0
32,32,128,8,8,2,2,1,1,1,1,float,79,IMPLICIT_GEMM,0.0
32,32,128,8,16,2,2,1,1,1,1,float,81,IMPLICIT_GEMM,0.0
32,32,128,8,32,2,2,1,1,1,1,float,77,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,8,64,2,2,1,1,1,1,float,93,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,16,1,2,2,1,1,1,1,float,99,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,16,2,2,2,1,1,1,1,float,96,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,16,4,2,2,1,1,1,1,float,97,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,16,8,2,2,1,1,1,1,float,97,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,16,16,2,2,1,1,1,1,float,99,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,16,32,2,2,1,1,1,1,float,103,IMPLICIT_PRECOMP_GEMM,0.0
32,32,128,16,64,2,2,1,1,1,1,float,171,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,1,1,2,2,1,1,1,1,float,45,IMPLICIT_GEMM,0.0
32,32,256,1,2,2,2,1,1,1,1,float,45,IMPLICIT_GEMM,0.0
32,32,256,1,4,2,2,1,1,1,1,float,45,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,1,8,2,2,1,1,1,1,float,45,IMPLICIT_GEMM,0.0
32,32,256,1,16,2,2,1,1,1,1,float,46,IMPLICIT_GEMM,0.0
32,32,256,1,32,2,2,1,1,1,1,float,49,IMPLICIT_GEMM,0.0
32,32,256,1,64,2,2,1,1,1,1,float,68,IMPLICIT_GEMM,0.0
32,32,256,2,1,2,2,1,1,1,1,float,102,FFT_TILING,0.0
32,32,256,2,2,2,2,1,1,1,1,float,90,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,2,4,2,2,1,1,1,1,float,90,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,2,8,2,2,1,1,1,1,float,90,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,2,16,2,2,1,1,1,1,float,58,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,2,32,2,2,1,1,1,1,float,72,IMPLICIT_GEMM,0.0
32,32,256,2,64,2,2,1,1,1,1,float,91,IMPLICIT_GEMM,0.0
32,32,256,4,1,2,2,1,1,1,1,float,97,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,4,2,2,2,1,1,1,1,float,168,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,4,4,2,2,1,1,1,1,float,172,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,4,8,2,2,1,1,1,1,float,171,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,4,16,2,2,1,1,1,1,float,73,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,4,32,2,2,1,1,1,1,float,90,IMPLICIT_GEMM,0.0
32,32,256,4,64,2,2,1,1,1,1,float,103,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,8,1,2,2,1,1,1,1,float,134,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,8,2,2,2,1,1,1,1,float,148,IMPLICIT_GEMM,0.0
32,32,256,8,4,2,2,1,1,1,1,float,150,IMPLICIT_GEMM,0.0
32,32,256,8,8,2,2,1,1,1,1,float,152,IMPLICIT_GEMM,0.0
32,32,256,8,16,2,2,1,1,1,1,float,160,IMPLICIT_GEMM,0.0
32,32,256,8,32,2,2,1,1,1,1,float,146,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,8,64,2,2,1,1,1,1,float,179,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,16,1,2,2,1,1,1,1,float,190,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,16,2,2,2,1,1,1,1,float,187,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,16,4,2,2,1,1,1,1,float,187,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,16,8,2,2,1,1,1,1,float,188,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,16,16,2,2,1,1,1,1,float,192,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,16,32,2,2,1,1,1,1,float,200,IMPLICIT_PRECOMP_GEMM,0.0
32,32,256,16,64,2,2,1,1,1,1,float,332,IMPLICIT_PRECOMP_GEMM,0.0
64,64,1,1,1,2,2,1,1,1,1,float,6,IMPLICIT_GEMM,0.0
